"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"UCD - Drug/Alcohol Induced"	"UCD - Drug/Alcohol Induced Code"	"UCD - Drug/Alcohol Induced Cause"	"UCD - Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Alabama"	"01"	"Female"	"F"	"2003"	"2003"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	59	2324069	2.5	2.6
	"Alabama"	"01"	"Female"	"F"	"2003"	"2003"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	2324069	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2003"	"2003"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	17	2324069	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2003"	"2003"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	56	2324069	2.4	2.2
	"Alabama"	"01"	"Female"	"F"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	23661	2324069	1018.1	849.0
	"Alabama"	"01"	"Female"	"F"	"2004"	"2004"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	84	2337857	3.6	3.7
	"Alabama"	"01"	"Female"	"F"	"2004"	"2004"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	22	2337857	0.9	0.9
	"Alabama"	"01"	"Female"	"F"	"2004"	"2004"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	15	2337857	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2004"	"2004"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	47	2337857	2.0	1.8
	"Alabama"	"01"	"Female"	"F"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	23207	2337857	992.7	832.3
	"Alabama"	"01"	"Female"	"F"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	73	2356423	3.1	3.2
	"Alabama"	"01"	"Female"	"F"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	2356423	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	2356423	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2005"	"2005"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	19	2356423	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2005"	"2005"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	71	2356423	3.0	2.7
	"Alabama"	"01"	"Female"	"F"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	23743	2356423	1007.6	839.7
	"Alabama"	"01"	"Female"	"F"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	119	2385480	5.0	5.0
	"Alabama"	"01"	"Female"	"F"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	19	2385480	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	21	2385480	0.9	0.9
	"Alabama"	"01"	"Female"	"F"	"2006"	"2006"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	19	2385480	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2006"	"2006"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	56	2385480	2.3	2.1
	"Alabama"	"01"	"Female"	"F"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	23380	2385480	980.1	814.5
	"Alabama"	"01"	"Female"	"F"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	172	2407275	7.1	7.1
	"Alabama"	"01"	"Female"	"F"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	28	2407275	1.2	1.2
	"Alabama"	"01"	"Female"	"F"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	2407275	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2007"	"2007"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	13	2407275	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2007"	"2007"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	56	2407275	2.3	2.2
	"Alabama"	"01"	"Female"	"F"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	22943	2407275	953.1	789.4
	"Alabama"	"01"	"Female"	"F"	"2008"	"2008"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	218	2430257	9.0	9.1
	"Alabama"	"01"	"Female"	"F"	"2008"	"2008"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	28	2430257	1.2	1.1
	"Alabama"	"01"	"Female"	"F"	"2008"	"2008"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	35	2430257	1.4	1.5
	"Alabama"	"01"	"Female"	"F"	"2008"	"2008"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	15	2430257	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2008"	"2008"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	49	2430257	2.0	1.8
	"Alabama"	"01"	"Female"	"F"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	23679	2430257	974.3	799.4
	"Alabama"	"01"	"Female"	"F"	"2009"	"2009"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	242	2448159	9.9	10.2
	"Alabama"	"01"	"Female"	"F"	"2009"	"2009"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	26	2448159	1.1	1.0
	"Alabama"	"01"	"Female"	"F"	"2009"	"2009"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	21	2448159	0.9	0.9
	"Alabama"	"01"	"Female"	"F"	"2009"	"2009"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	20	2448159	0.8	0.8
	"Alabama"	"01"	"Female"	"F"	"2009"	"2009"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	41	2448159	1.7	1.6
	"Alabama"	"01"	"Female"	"F"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	23234	2448159	949.0	777.7
	"Alabama"	"01"	"Female"	"F"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	200	2459548	8.1	8.4
	"Alabama"	"01"	"Female"	"F"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	28	2459548	1.1	1.1
	"Alabama"	"01"	"Female"	"F"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	2459548	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2010"	"2010"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	14	2459548	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2010"	"2010"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	53	2459548	2.2	2.0
	"Alabama"	"01"	"Female"	"F"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	23676	2459548	962.6	783.9
	"Alabama"	"01"	"Female"	"F"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	211	2473249	8.5	8.6
	"Alabama"	"01"	"Female"	"F"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	17	2473249	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	15	2473249	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2011"	"2011"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	15	2473249	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2011"	"2011"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	48	2473249	1.9	1.8
	"Alabama"	"01"	"Female"	"F"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	23759	2473249	960.6	772.8
	"Alabama"	"01"	"Female"	"F"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	194	2483466	7.8	8.0
	"Alabama"	"01"	"Female"	"F"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	2483466	0.8	0.7
	"Alabama"	"01"	"Female"	"F"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	2483466	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2012"	"2012"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	20	2483466	0.8	0.8
	"Alabama"	"01"	"Female"	"F"	"2012"	"2012"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	72	2483466	2.9	2.6
	"Alabama"	"01"	"Female"	"F"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	24210	2483466	974.8	774.7
	"Alabama"	"01"	"Female"	"F"	"2013"	"2013"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	215	2488375	8.6	8.9
	"Alabama"	"01"	"Female"	"F"	"2013"	"2013"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	27	2488375	1.1	1.0
	"Alabama"	"01"	"Female"	"F"	"2013"	"2013"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	18	2488375	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2013"	"2013"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	17	2488375	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2013"	"2013"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	75	2488375	3.0	2.7
	"Alabama"	"01"	"Female"	"F"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	24063	2488375	967.0	758.3
	"Alabama"	"01"	"Female"	"F"	"2014"	"2014"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	277	2499410	11.1	11.1
	"Alabama"	"01"	"Female"	"F"	"2014"	"2014"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	29	2499410	1.2	1.1
	"Alabama"	"01"	"Female"	"F"	"2014"	"2014"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	20	2499410	0.8	0.8
	"Alabama"	"01"	"Female"	"F"	"2014"	"2014"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	28	2499410	1.1	1.2
	"Alabama"	"01"	"Female"	"F"	"2014"	"2014"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	79	2499410	3.2	2.8
	"Alabama"	"01"	"Female"	"F"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	24336	2499410	973.7	754.8
	"Alabama"	"01"	"Female"	"F"	"2015"	"2015"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	263	2505795	10.5	10.9
	"Alabama"	"01"	"Female"	"F"	"2015"	"2015"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	25	2505795	1.0	1.0
	"Alabama"	"01"	"Female"	"F"	"2015"	"2015"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	2505795	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2015"	"2015"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	32	2505795	1.3	1.3
	"Alabama"	"01"	"Female"	"F"	"2015"	"2015"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	78	2505795	3.1	2.9
	"Alabama"	"01"	"Female"	"F"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	24880	2505795	992.9	759.3
	"Alabama"	"01"	"Female"	"F"	"2016"	"2016"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	262	2507714	10.4	10.8
	"Alabama"	"01"	"Female"	"F"	"2016"	"2016"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	26	2507714	1.0	1.0
	"Alabama"	"01"	"Female"	"F"	"2016"	"2016"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	2507714	Unreliable	Unreliable
	"Alabama"	"01"	"Female"	"F"	"2016"	"2016"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	30	2507714	1.2	1.0
	"Alabama"	"01"	"Female"	"F"	"2016"	"2016"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	88	2507714	3.5	3.1
	"Alabama"	"01"	"Female"	"F"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	25189	2507714	1004.5	760.4
	"Alabama"	"01"	"Male"	"M"	"1999"	"1999"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	65	2136882	3.0	3.1
	"Alabama"	"01"	"Male"	"M"	"1999"	"1999"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	2136882	0.9	0.9
	"Alabama"	"01"	"Male"	"M"	"1999"	"1999"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	20	2136882	0.9	1.0
	"Alabama"	"01"	"Male"	"M"	"1999"	"1999"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	199	2136882	9.3	9.4
	"Alabama"	"01"	"Male"	"M"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	21893	2136882	1024.5	1246.5
	"Alabama"	"01"	"Male"	"M"	"2000"	"2000"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	74	2146504	3.4	3.4
	"Alabama"	"01"	"Male"	"M"	"2000"	"2000"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	2146504	0.9	0.9
	"Alabama"	"01"	"Male"	"M"	"2000"	"2000"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	2146504	Unreliable	Unreliable
	"Alabama"	"01"	"Male"	"M"	"2000"	"2000"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	22	2146504	1.0	1.0
	"Alabama"	"01"	"Male"	"M"	"2000"	"2000"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	175	2146504	8.2	8.2
	"Alabama"	"01"	"Male"	"M"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	22050	2146504	1027.3	1239.4
	"Alabama"	"01"	"Male"	"M"	"2001"	"2001"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	96	2158138	4.4	4.5
	"Alabama"	"01"	"Male"	"M"	"2001"	"2001"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	2158138	Unreliable	Unreliable
	"Alabama"	"01"	"Male"	"M"	"2001"	"2001"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	28	2158138	1.3	1.3
	"Alabama"	"01"	"Male"	"M"	"2001"	"2001"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	182	2158138	8.4	8.3
	"Alabama"	"01"	"Male"	"M"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	21853	2158138	1012.6	1216.2
	"Alabama"	"01"	"Male"	"M"	"2002"	"2002"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	101	2165719	4.7	4.7
	"Alabama"	"01"	"Male"	"M"	"2002"	"2002"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	2165719	Unreliable	Unreliable
	"Alabama"	"01"	"Male"	"M"	"2002"	"2002"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	30	2165719	1.4	1.4
	"Alabama"	"01"	"Male"	"M"	"2002"	"2002"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	168	2165719	7.8	7.5
	"Alabama"	"01"	"Male"	"M"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	22330	2165719	1031.1	1230.9
	"Alabama"	"01"	"Male"	"M"	"2003"	"2003"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	96	2179422	4.4	4.4
	"Alabama"	"01"	"Male"	"M"	"2003"	"2003"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	2179422	Unreliable	Unreliable
	"Alabama"	"01"	"Male"	"M"	"2003"	"2003"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	2179422	Unreliable	Unreliable
	"Alabama"	"01"	"Male"	"M"	"2003"	"2003"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	41	2179422	1.9	1.9
	"Alabama"	"01"	"Male"	"M"	"2003"	"2003"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	161	2179422	7.4	7.1
	"Alabama"	"01"	"Male"	"M"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	22582	2179422	1036.1	1223.9
	"Alabama"	"01"	"Male"	"M"	"2004"	"2004"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	139	2192872	6.3	6.4
	"Alabama"	"01"	"Male"	"M"	"2004"	"2004"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	2192872	0.9	0.9
	"Alabama"	"01"	"Male"	"M"	"2004"	"2004"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	2192872	Unreliable	Unreliable
	"Alabama"	"01"	"Male"	"M"	"2004"	"2004"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	29	2192872	1.3	1.4
	"Alabama"	"01"	"Male"	"M"	"2004"	"2004"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	199	2192872	9.1	8.7
	"Alabama"	"01"	"Male"	"M"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	22337	2192872	1018.6	1191.1
	"Alabama"	"01"	"Male"	"M"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	144	2213382	6.5	6.6
	"Alabama"	"01"	"Male"	"M"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	15	2213382	Unreliable	Unreliable
	"Alabama"	"01"	"Male"	"M"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	2213382	1.1	1.2
	"Alabama"	"01"	"Male"	"M"	"2005"	"2005"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	30	2213382	1.4	1.3
	"Alabama"	"01"	"Male"	"M"	"2005"	"2005"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	183	2213382	8.3	7.8
	"Alabama"	"01"	"Male"	"M"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	22760	2213382	1028.3	1185.5
	"Alabama"	"01"	"Male"	"M"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	191	2243501	8.5	8.8
	"Alabama"	"01"	"Male"	"M"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	2243501	0.9	0.9
	"Alabama"	"01"	"Male"	"M"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	27	2243501	1.2	1.2
	"Alabama"	"01"	"Male"	"M"	"2006"	"2006"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	49	2243501	2.2	2.2
	"Alabama"	"01"	"Male"	"M"	"2006"	"2006"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	189	2243501	8.4	7.9
	"Alabama"	"01"	"Male"	"M"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	22882	2243501	1019.9	1156.1
	"Alabama"	"01"	"Male"	"M"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	252	2265565	11.1	11.3
	"Alabama"	"01"	"Male"	"M"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	2265565	0.9	0.9
	"Alabama"	"01"	"Male"	"M"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	23	2265565	1.0	1.0
	"Alabama"	"01"	"Male"	"M"	"2007"	"2007"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	30	2265565	1.3	1.3
	"Alabama"	"01"	"Male"	"M"	"2007"	"2007"	"Alcohol-induced causes"	"A"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	2265565	Unreliable	Unreliable
	"Alabama"	"01"	"Male"	"M"	"2007"	"2007"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	181	2265565	8.0	7.2
	"Alabama"	"01"	"Male"	"M"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	22945	2265565	1012.8	1138.0
	"Alabama"	"01"	"Male"	"M"	"2008"	"2008"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	267	2287949	11.7	11.7
